train_accuracy,train_balanced_accuracy,train_macro_f1,train_micro_f1,train_cross_entropy,train_mcc,train_kappa,val_accuracy,val_balanced_accuracy,val_macro_f1,val_micro_f1,val_cross_entropy,val_mcc,val_kappa,test_accuracy,test_balanced_accuracy,test_macro_f1,test_micro_f1,test_cross_entropy,test_mcc,test_kappa,method,n_estimators,learning_rate
0.7110326298912337,0.6171581834716263,0.6499729944821113,0.7110326298912337,0.9721579153871901,0.6437310548117862,0.6308410166962828,0.7014759401536595,0.5438517099282104,0.5706912606226578,0.7014759401536595,1.006020988344319,0.6315281004976926,0.6184110101546483,0.7018288370213196,0.5477956987403435,0.5732624128641778,0.7018288370213196,0.997236973625389,0.6312536306018233,0.6186981404651333,GBDT,10,0.1
