train_accuracy,train_balanced_accuracy,train_macro_f1,train_micro_f1,train_cross_entropy,train_mcc,train_kappa,val_accuracy,val_balanced_accuracy,val_macro_f1,val_micro_f1,val_cross_entropy,val_mcc,val_kappa,test_accuracy,test_balanced_accuracy,test_macro_f1,test_micro_f1,test_cross_entropy,test_mcc,test_kappa,method,n_estimators,max_depth
1.0,1.0,1.0,1.0,0.22546127378420402,1.0,1.0,0.6843914274160938,0.48258558703214066,0.4952830154156885,0.6843914274160938,0.991592650945113,0.6038173671722284,0.5926234278703963,0.6823279781752046,0.4719737985565296,0.48370380784590383,0.6823279781752046,0.9809712044282869,0.6011470885150851,0.5901239262496296,Random Forest,100,
